image_id,image_url,l1_category,product_name,price,category
MP000000023094655,https://img.tatacliq.com/images/i19//437Wx649H/MP000000023094676_437Wx649H_202407280737001.jpeg,Footwear,Teakwood Leathers Men's Brown Casual Loafers,2999.6,Women's Casual Footwear
MP000000023094726,https://img.tatacliq.com/images/i19//437Wx649H/MP000000023094710_437Wx649H_202407280739001.jpeg,Footwear,Teakwood Leathers Men's Brown Casual Loafers,2107.6,Women's Casual Footwear
MP000000023094779,https://img.tatacliq.com/images/i19//437Wx649H/MP000000023094739_437Wx649H_202407280740061.jpeg,Footwear,Teakwood Leathers Men's Brown Casual Loafers,2627.6,Women's Casual Footwear
MP000000023094679,https://img.tatacliq.com/images/i19//437Wx649H/MP000000023094679_437Wx649H_202407280737051.jpeg,Footwear,Teakwood Leathers Men's Brown Casual Loafers,2107.6,Women's Casual Footwear
MP000000023145078,https://img.tatacliq.com/images/i19//437Wx649H/MP000000023145086_437Wx649H_202408010305081.jpeg,Footwear,Louis Stitch Men's Brown Brogue Shoes,2999.0,Women's Casual Footwear
MP000000023145099,https://img.tatacliq.com/images/i19//437Wx649H/MP000000023145116_437Wx649H_202408010307561.jpeg,Footwear,Louis Stitch Men's Brown Derby Shoes,2999.0,Women's Casual Footwear
MP000000023297318,https://img.tatacliq.com/images/i19//437Wx649H/MP000000023297318_437Wx649H_202408121414111.jpeg,Footwear,Saint G Men's Alessandro Brown Loafers,8700.0,Women's Casual Footwear
MP000000023360088,https://img.tatacliq.com/images/i19//437Wx649H/MP000000023360081_437Wx649H_202408182259421.jpeg,Footwear,Pelle Albero Men's Brown Casual Juttis,3999.0,Women's Casual Footwear
MP000000023681527,https://img.tatacliq.com/images/i20//437Wx649H/MP000000023681531_437Wx649H_202409180150211.jpeg,Footwear,Neemans Men's Brown Casual Loafers,1499.0,Women's Casual Footwear
MP000000023811842,https://img.tatacliq.com/images/i20//437Wx649H/MP000000023811842_437Wx649H_202409241140161.jpeg,Footwear,Teakwood Leathers Men's Brown Casual Loafers,2999.6,Women's Casual Footwear
MP000000023862938,https://img.tatacliq.com/images/i20//437Wx649H/MP000000023862946_437Wx649H_202409270707321.jpeg,Footwear,Byford by Pantaloons Men's Brown Derby Shoes,1020.0,Women's Casual Footwear
MP000000023862960,https://img.tatacliq.com/images/i20//437Wx649H/MP000000023862969_437Wx649H_202409270708271.jpeg,Footwear,Byford by Pantaloons Men's Brown Casual Loafers,975.0,Women's Casual Footwear
MP000000023931534,https://img.tatacliq.com/images/i20//437Wx649H/MP000000023931523_437Wx649H_202410020906571.jpeg,Footwear,La Botte Men's Brown Boat Shoes,2699.0,Women's Casual Footwear
MP000000024422119,https://img.tatacliq.com/images/i21//437Wx649H/MP000000024422119_437Wx649H_202411170319311.jpeg,Footwear,Prolific Men's Brown Boat Shoes,998.0,Women's Casual Footwear
MP000000024422188,https://img.tatacliq.com/images/i21//437Wx649H/MP000000024422188_437Wx649H_202411170322441.jpeg,Footwear,Prolific Men's Brown Casual Loafers,748.0,Women's Casual Footwear
MP000000024422194,https://img.tatacliq.com/images/i21//437Wx649H/MP000000024422186_437Wx649H_202411170322381.jpeg,Footwear,Prolific Men's Brown Casual Loafers,948.0,Women's Casual Footwear
MP000000024595919,https://img.tatacliq.com/images/i21//437Wx649H/MP000000024595911_437Wx649H_202412020806291.jpeg,Footwear,Prolific Men's Brown Casual Loafers,898.0,Women's Casual Footwear
MP000000024595939,https://img.tatacliq.com/images/i21//437Wx649H/MP000000024595922_437Wx649H_202412020807191.jpeg,Footwear,Prolific Men's Brown Casual Loafers,898.0,Women's Casual Footwear
MP000000024629462,https://img.tatacliq.com/images/i21//437Wx649H/MP000000024629453_437Wx649H_202412060442421.jpeg,Footwear,Fausto Men's Brown Casual Loafers,1399.0,Women's Casual Footwear
MP000000024763718,https://img.tatacliq.com/images/i21//437Wx649H/MP000000024763644_437Wx649H_202412200542421.jpeg,Footwear,Fortune by Liberty Men's Brown Casual Loafers,1999.0,Women's Casual Footwear
MP000000024763686,https://img.tatacliq.com/images/i21//437Wx649H/MP000000024763676_437Wx649H_202412200543311.jpeg,Footwear,Fortune by Liberty Men's Brown Casual Loafers,1199.0,Women's Casual Footwear
MP000000024788765,https://img.tatacliq.com/images/i21//437Wx649H/MP000000024788765_437Wx649H_202412220145531.jpeg,Footwear,Carlo Romano Men's Brown Monk Shoes,2499.0,Women's Casual Footwear
MP000000024788911,https://img.tatacliq.com/images/i21//437Wx649H/MP000000024788849_437Wx649H_202412220150071.jpeg,Footwear,Carlo Romano Men's Brown Mule Shoes,2199.0,Women's Casual Footwear
MP000000025043330,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025043318_437Wx649H_202501150007311.jpeg,Footwear,Carlton London Men's Brown Casual Loafers,2199.0,Women's Casual Footwear
MP000000025043465,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025043455_437Wx649H_202501150013371.jpeg,Footwear,Carlton London Men's Brown Casual Loafers,2199.0,Women's Casual Footwear
MP000000025406252,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025406252_437Wx649H_202502161035201.jpeg,Footwear,Fausto Men's Brown Mule Shoes,1399.0,Women's Casual Footwear
MP000000025510874,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025510845_437Wx649H_202502262101271.jpeg,Footwear,Paragon Men's Brown Casual Loafers,709.0,Women's Casual Footwear
MP000000025510962,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025510947_437Wx649H_202502262103571.jpeg,Footwear,Paragon Men's Brown Casual Loafers,669.0,Women's Casual Footwear
MP000000025511190,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025511175_437Wx649H_202502262111081.jpeg,Footwear,Paragon Men's Brown Casual Loafers,669.0,Women's Casual Footwear
MP000000025539482,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025539463_437Wx649H_202503011327441.jpeg,Footwear,Kickers Men's NEO Brown Derby Shoes,3999.0,Women's Casual Footwear
MP000000025539661,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025539637_437Wx649H_202503011333361.jpeg,Footwear,Kickers Men's BRAVO PL Brown Casual Loafers,3749.0,Women's Casual Footwear
MP000000025988212,https://img.tatacliq.com/images/i23//437Wx649H/MP000000025988217_437Wx649H_202504041354401.jpeg,Footwear,Byford by Pantaloons Men Brown Casual Loafers,975.0,Women's Casual Footwear
MP000000025988223,https://img.tatacliq.com/images/i23//437Wx649H/MP000000025988210_437Wx649H_202504041354381.jpeg,Footwear,Byford by Pantaloons Men Brown Boat Shoes,1050.0,Women's Casual Footwear
MP000000026147455,https://img.tatacliq.com/images/i23//437Wx649H/MP000000026147460_437Wx649H_202504172157581.jpeg,Footwear,Prolific Men's Brown Casual Loafers,798.0,Women's Casual Footwear
MP000000026147499,https://img.tatacliq.com/images/i23//437Wx649H/MP000000026147496_437Wx649H_202504172200441.jpeg,Footwear,Prolific Men's Brown Mule Shoes,798.0,Women's Casual Footwear
MP000000026147498,https://img.tatacliq.com/images/i23//437Wx649H/MP000000026147498_437Wx649H_202504172200501.jpeg,Footwear,Prolific Men's Brown Mule Shoes,798.0,Women's Casual Footwear
MP000000026232238,https://img.tatacliq.com/images/i23//437Wx649H/MP000000026232217_437Wx649H_202504240908121.jpeg,Footwear,McCoy Men's Brown Loafers,4499.0,Women's Casual Footwear
MP000000026294810,https://img.tatacliq.com/images/i23//437Wx649H/MP000000026294792_437Wx649H_202504282127471.jpeg,Footwear,Louis Stitch Men's Brown Loafers,3499.0,Women's Casual Footwear
MP000000026294843,https://img.tatacliq.com/images/i23//437Wx649H/MP000000026294806_437Wx649H_202504282127541.jpeg,Footwear,Louis Stitch Men's Brown Loafers,2999.0,Women's Casual Footwear
MP000000026619816,https://img.tatacliq.com/images/i24//437Wx649H/MP000000026619801_437Wx649H_202505170703441.jpeg,Footwear,Liberty Men's Brown Slip-On Shoes,1199.0,Women's Casual Footwear
MP000000026619807,https://img.tatacliq.com/images/i24//437Wx649H/MP000000026619815_437Wx649H_202505170703481.jpeg,Footwear,Liberty Men's Brown Loafers,3999.0,Women's Casual Footwear
MP000000026763172,https://img.tatacliq.com/images/i25//437Wx649H/MP000000026763155_437Wx649H_202507161558041.jpeg,Footwear,Rare Rabbit Men's Brown Loafers,5198.0,Women's Casual Footwear
MP000000026763220,https://img.tatacliq.com/images/i25//437Wx649H/MP000000026763211_437Wx649H_202507161559011.jpeg,Footwear,Rare Rabbit Men's Brown Loafers,4874.0,Women's Casual Footwear
MP000000026763242,https://img.tatacliq.com/images/i24//437Wx649H/MP000000026763244_437Wx649H_202505281406371.jpeg,Footwear,Rare Rabbit Men's Brown Loafers,4799.0,Women's Casual Footwear
MP000000026763409,https://img.tatacliq.com/images/i25//437Wx649H/MP000000026763409_437Wx649H_202507161607111.jpeg,Footwear,Rare Rabbit Men's Brown Loafers,5198.0,Women's Casual Footwear
MP000000026763518,https://img.tatacliq.com/images/i25//437Wx649H/MP000000026763504_437Wx649H_202507161604561.jpeg,Footwear,Rare Rabbit Men's Brown Loafers,5248.0,Women's Casual Footwear
MP000000027023890,https://img.tatacliq.com/images/i25//437Wx649H/MP000000027023890_437Wx649H_202506181348231.jpeg,Footwear,Prolific Men's Brown Loafers,898.0,Women's Casual Footwear
MP000000027023914,https://img.tatacliq.com/images/i25//437Wx649H/MP000000027023893_437Wx649H_202506181348241.jpeg,Footwear,Prolific Men's Brown Loafers,898.0,Women's Casual Footwear
MP000000027023930,https://img.tatacliq.com/images/i25//437Wx649H/MP000000027023918_437Wx649H_202506181349231.jpeg,Footwear,Prolific Men's Brown Loafers,898.0,Women's Casual Footwear
MP000000027023957,https://img.tatacliq.com/images/i25//437Wx649H/MP000000027023944_437Wx649H_202506181350201.jpeg,Footwear,Prolific Men's Brown Loafers,898.0,Women's Casual Footwear
MP000000027023987,https://img.tatacliq.com/images/i25//437Wx649H/MP000000027023973_437Wx649H_202506181351211.jpeg,Footwear,Prolific Men's Brown Loafers,898.0,Women's Casual Footwear
MP000000027023970,https://img.tatacliq.com/images/i25//437Wx649H/MP000000027023970_437Wx649H_202506181351171.jpeg,Footwear,Prolific Men's Brown Loafers,898.0,Women's Casual Footwear
MP000000027024026,https://img.tatacliq.com/images/i25//437Wx649H/MP000000027023992_437Wx649H_202506181352231.jpeg,Footwear,Prolific Men's Brown Loafers,898.0,Women's Casual Footwear
MP000000027024887,https://img.tatacliq.com/images/i25//437Wx649H/MP000000027024882_437Wx649H_202506181743271.jpeg,Footwear,Prolific Men's Brown Mules,848.0,Women's Casual Footwear
MP000000027057036,https://img.tatacliq.com/images/i25/437Wx649H/MP000000027057030_437Wx649H_202506211412131.jpeg,Footwear,Prolific Men's Brown Mules,848.0,Women's Casual Footwear
MP000000027057078,https://img.tatacliq.com/images/i25/437Wx649H/MP000000027057078_437Wx649H_202506211414221.jpeg,Footwear,Prolific Men's Brown Loafers,898.0,Women's Casual Footwear
MP000000027105057,https://img.tatacliq.com/images/i25/437Wx649H/MP000000027105044_437Wx649H_202506261155151.jpeg,Footwear,Paragon Men's Brown Loafers,669.0,Women's Casual Footwear
MP000000027893670,https://img.tatacliq.com/images/i26//437Wx649H/MP000000027893655_437Wx649H_202508232113171.jpeg,Footwear,Byford by Pantaloons Men's Brown Mocassins,910.0,Women's Casual Footwear
MP000000028013370,https://img.tatacliq.com/images/i26//437Wx649H/MP000000028013362_437Wx649H_202508280412201.jpeg,Footwear,Byford by Pantaloons Men's Brown Derby Shoes,975.0,Women's Casual Footwear
MP000000028337321,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028337312_437Wx649H_202509160017041.jpeg,Footwear,Ergon Men's Brown Slip-On Shoes,2469.0,Women's Casual Footwear
MP000000028428690,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028428676_437Wx649H_202509211804301.jpeg,Footwear,FAUSTO Men's Brown Mule Shoes,1599.0,Women's Casual Footwear
MP000000028613926,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028613979_437Wx649H_202510031029591.jpeg,Footwear,Fausto Men's Brown Mule Shoes,1499.0,Women's Casual Footwear
MP000000028613939,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028614134_437Wx649H_202510031035561.jpeg,Footwear,Fausto Men's Brown Mule Shoes,1499.0,Women's Casual Footwear
MP000000028614064,https://img.tatacliq.com/images/i26//437Wx649H/MP000000028613978_437Wx649H_202511070706421.jpeg,Footwear,Fausto Men's Brown Casual Juttis,1599.0,Women's Casual Footwear
MP000000028638731,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028638731_437Wx649H_202510041932471.jpeg,Footwear,Prolific Men's Brown Loafers,948.0,Women's Casual Footwear
MP000000029759524,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029759512_437Wx649H_202601140920401.jpeg,Footwear,Prolific Men's Brown Casual Loafers,798.0,Women's Casual Footwear
MP000000028638793,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028638795_437Wx649H_202510041938031.jpeg,Footwear,Prolific Men's Brown Loafers,898.0,Women's Casual Footwear
MP000000028638809,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028638802_437Wx649H_202510041938541.jpeg,Footwear,Prolific Men's Brown Loafers,798.0,Women's Casual Footwear
MP000000028638836,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028638826_437Wx649H_202510041940551.jpeg,Footwear,Prolific Men's Brown Loafers,898.0,Women's Casual Footwear
MP000000029301564,https://img.tatacliq.com/images/i28/437Wx649H/MP000000029301566_437Wx649H_202511230448231.jpeg,Footwear,Regal Men's Brown Casual Loafers,5990.0,Women's Casual Footwear
MP000000029325203,https://img.tatacliq.com/images/i28/437Wx649H/MP000000029325175_437Wx649H_202511250745111.jpeg,Footwear,Neemans Men's Brown Relive Knit Mules,2599.0,Women's Casual Footwear
MP000000029325245,https://img.tatacliq.com/images/i28/437Wx649H/MP000000029325257_437Wx649H_202511250748141.jpeg,Footwear,Neemans Men's Brown The Breezy Loafers,1399.0,Women's Casual Footwear
MP000000029325377,https://img.tatacliq.com/images/i28/437Wx649H/MP000000029325312_437Wx649H_202511250750201.jpeg,Footwear,Neemans Men's Brown THE LUXE Loafers,1949.0,Women's Casual Footwear
MP000000029325354,https://img.tatacliq.com/images/i28/437Wx649H/MP000000029325345_437Wx649H_202511250751131.jpeg,Footwear,Neemans Men's Brown THE WEAVE Loafers,2299.0,Women's Casual Footwear
MP000000029345757,https://img.tatacliq.com/images/i28/437Wx649H/MP000000029345750_437Wx649H_202511270813041.jpeg,Footwear,Urban Ranger by Pantaloons Men's Brown Derby Shoes,975.0,Women's Casual Footwear
MP000000029389940,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029389913_437Wx649H_202512010101001.jpeg,Footwear,Teakwood Leathers Men's Brown Casual Loafers,4179.0,Women's Casual Footwear
MP000000029461070,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029461059_437Wx649H_202512080222491.jpeg,Footwear,Atesber Men's Brown Casual Loafers,8990.0,Women's Casual Footwear
MP000000029461090,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029461062_437Wx649H_202512080223071.jpeg,Footwear,Atesber Men's Brown Casual Loafers,6290.0,Women's Casual Footwear
MP000000029461093,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029461101_437Wx649H_202512080224051.jpeg,Footwear,Atesber Men's Brown Casual Loafers,5990.0,Women's Casual Footwear
MP000000030030604,https://img.tatacliq.com/images/i30/437Wx649H/MP000000030030589_437Wx649H_202602102043461.jpeg,Footwear,Urban Ranger by Pantaloons Men's Brown Casual Loafers,1499.0,Women's Casual Footwear
MP000000030048269,https://img.tatacliq.com/images/i30/437Wx649H/MP000000030048265_437Wx649H_202602121849541.jpeg,Footwear,Urban Ranger by Pantaloons Men's Brown Derby Shoes,1299.0,Women's Casual Footwear
MP000000021079771,https://img.tatacliq.com/images/i23//437Wx649H/MP000000021079767_437Wx649H_202504021845011.jpeg,Footwear,Louis Stitch Men's Brunette Brown Casual Loafers,1999.0,Women's Casual Footwear
MP000000021079850,https://img.tatacliq.com/images/i23//437Wx649H/MP000000021079842_437Wx649H_202504021848041.jpeg,Footwear,Louis Stitch Men's Brunette Brown Casual Loafers,1999.0,Women's Casual Footwear
MP000000021079892,https://img.tatacliq.com/images/i23//437Wx649H/MP000000021079880_437Wx649H_202504021849101.jpeg,Footwear,Louis Stitch Men's Brunette Brown Casual Loafers,1999.0,Women's Casual Footwear
MP000000021079938,https://img.tatacliq.com/images/i23//437Wx649H/MP000000021079938_437Wx649H_202504021850021.jpeg,Footwear,Louis Stitch Men's Brunette Brown Casual Mocassins,1999.0,Women's Casual Footwear
MP000000029850440,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029850432_437Wx649H_202601231837261.jpeg,Footwear,Louis Stitch Men's Brunette Brown Casual Juttis,2499.0,Women's Casual Footwear
MP000000029850453,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029850446_437Wx649H_202601231838421.jpeg,Footwear,Louis Stitch Men's Brunette Brown Casual Juttis,2499.0,Women's Casual Footwear
MP000000029116616,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029116616_437Wx649H_202512201248301.jpeg,Footwear,Louis Stitch Men's Brunette Brown Shrunken Nagra Juttis,2499.0,Women's Casual Footwear
MP000000029826980,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029826981_437Wx649H_202601212008041.jpeg,Footwear,Louis Stitch Men's Brunette Brown Derby Shoes,7499.0,Women's Casual Footwear
MP000000013283946,https://img.tatacliq.com/images/i8/437Wx649H/MP000000013283935_437Wx649H_202205291222591.jpeg,Footwear,Prolific Men's Brunette Casual Loafers,798.0,Women's Casual Footwear
MP000000026763222,https://img.tatacliq.com/images/i24//437Wx649H/MP000000026763213_437Wx649H_202505281405371.jpeg,Footwear,Rare Rabbit Men's Burgundy Loafers,5248.0,Women's Casual Footwear
MP000000006346957,https://img.tatacliq.com/images/i6/437Wx649H/MP000000006346859_437Wx649H_20200122140713.jpeg,Footwear,Gliders by Liberty Men's Camel Casual Slip-Ons,549.0,Women's Casual Footwear
MP000000018877076,https://img.tatacliq.com/images/i29/437Wx649H/MP000000018877064_437Wx649H_202512191306061.jpeg,Footwear,Doubleu Men's Carbon Mule Shoes,1999.0,Women's Casual Footwear
MP000000013283977,https://img.tatacliq.com/images/i8/437Wx649H/MP000000013283971_437Wx649H_202205291224541.jpeg,Footwear,Prolific Men's Charcoal Grey Casual Loafers,898.0,Women's Casual Footwear
MP000000028443868,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028443861_437Wx649H_202509221735361.jpeg,Footwear,Styli Men's Charcoal Loafers,1002.0,Women's Casual Footwear
MP000000021564190,https://img.tatacliq.com/images/i16//437Wx649H/MP000000021564183_437Wx649H_202403151755501.jpeg,Footwear,Fausto Men's Cherry Casual Loafers,2099.0,Women's Casual Footwear
MP000000021872674,https://img.tatacliq.com/images/i17//437Wx649H/MP000000021872582_437Wx649H_202404091858021.jpeg,Footwear,Fausto Men's Cherry Casual Loafers,2099.0,Women's Casual Footwear
MP000000023230047,https://img.tatacliq.com/images/i19//437Wx649H/MP000000023230059_437Wx649H_202408080249281.jpeg,Footwear,Hydes N Hues Men's Cherry Casual Loafers,1999.0,Women's Casual Footwear
MP000000023360091,https://img.tatacliq.com/images/i19//437Wx649H/MP000000023360083_437Wx649H_202408182259511.jpeg,Footwear,Pelle Albero Men's Cherry Casual Juttis,3999.0,Women's Casual Footwear
MP000000025043281,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025043273_437Wx649H_202501150005311.jpeg,Footwear,Carlton London Men's Cherry Casual Loafers,1814.0,Women's Casual Footwear
MP000000025043388,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025043370_437Wx649H_202501150009331.jpeg,Footwear,Carlton London Men's Cherry Casual Loafers,1924.0,Women's Casual Footwear
MP000000028428525,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028428628_437Wx649H_202509211802331.jpeg,Footwear,FAUSTO Men's Cherry Casual Loafers,2099.0,Women's Casual Footwear
MP000000028428992,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028428985_437Wx649H_202509211816391.jpeg,Footwear,FAUSTO Men's Cherry Casual Loafers,2099.0,Women's Casual Footwear
MP000000028614015,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028614115_437Wx649H_202510031035571.jpeg,Footwear,Fausto Men's Cherry Casual Loafers,1699.0,Women's Casual Footwear
MP000000029677257,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029677257_437Wx649H_202601041832281.jpeg,Footwear,TOMMY HILFIGER Classic Beige Leather Loafers,8999.0,Women's Casual Footwear
MP000000029493243,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029493236_437Wx649H_202512102241281.jpeg,Footwear,TOMMY HILFIGER Coconut Grove Leather Loafers,8999.0,Women's Casual Footwear
MP000000001944220,https://img.tatacliq.com/images/i7/437Wx649H/MP000000001943316_437Wx649H_202112232013101.jpeg,Footwear,Red Chief Men's Coffee Brown Casual Shoes,2347.0,Women's Casual Footwear
MP000000022193848,https://img.tatacliq.com/images/i17//437Wx649H/MP000000022193852_437Wx649H_202405091946351.jpeg,Footwear,Cobblerz Men's Coffee Casual Loafers,11199.0,Women's Casual Footwear
MP000000022193926,https://img.tatacliq.com/images/i17//437Wx649H/MP000000022193918_437Wx649H_202405091949341.jpeg,Footwear,Cobblerz Men's Coffee Casual Loafers,10499.0,Women's Casual Footwear
MP000000013198489,https://img.tatacliq.com/images/i8/437Wx649H/MP000000013198485_437Wx649H_202205211241271.jpeg,Footwear,Hydes N Hues Men's Cognac Formal Loafers,1999.0,Women's Casual Footwear
MP000000014798980,https://img.tatacliq.com/images/i8/437Wx649H/MP000000014798948_437Wx649H_202210090311551.jpeg,Footwear,Prolific Men's Brown Casual Loafers,748.0,Women's Casual Footwear
MP000000023948080,https://img.tatacliq.com/images/i20//437Wx649H/MP000000023948075_437Wx649H_202410030845321.jpeg,Footwear,McCoy Men's Cognac Casual Mocassins,2999.0,Women's Casual Footwear
MP000000020191542,https://img.tatacliq.com/images/i14/437Wx649H/MP000000020191542_437Wx649H_202311222057111.jpeg,Footwear,Fausto Men's Cream Casual Loafers,1399.0,Women's Casual Footwear
MP000000024422181,https://img.tatacliq.com/images/i21//437Wx649H/MP000000024422172_437Wx649H_202411170321431.jpeg,Footwear,Prolific Men's Cream Casual Loafers,948.0,Women's Casual Footwear
MP000000026061000,https://img.tatacliq.com/images/i23//437Wx649H/MP000000026060986_437Wx649H_202504102053351.jpeg,Footwear,Griffin Men's Cream Mule Shoes,3199.0,Women's Casual Footwear
MP000000026147491,https://img.tatacliq.com/images/i23//437Wx649H/MP000000026147484_437Wx649H_202504172159531.jpeg,Footwear,Prolific Men's Cream Casual Loafers,898.0,Women's Casual Footwear
MP000000028638770,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028638749_437Wx649H_202510041933411.jpeg,Footwear,Prolific Men's Cream Loafers,798.0,Women's Casual Footwear
MP000000028638796,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028638790_437Wx649H_202510041938001.jpeg,Footwear,Prolific Men's Cream Loafers,898.0,Women's Casual Footwear
MP000000021872675,https://img.tatacliq.com/images/i26//437Wx649H/MP000000021872717_437Wx649H_202511070716441.jpeg,Footwear,Fausto Men's Dark Brown Casual Juttis,1399.0,Women's Casual Footwear
MP000000028616179,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028616182_437Wx649H_202510031537161.jpeg,Footwear,Rockport Men's Oxford & Laceups Harbor Walk Nubuck Leather Formal Comfort Fit Shoes Dark Brown,4499.25,Women's Casual Footwear
MP000000029345768,https://img.tatacliq.com/images/i28/437Wx649H/MP000000029345762_437Wx649H_202511270813201.jpeg,Footwear,Urban Ranger by Pantaloons Men's Dark Brown Slip-On Shoes,975.0,Women's Casual Footwear
MP000000029545079,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029545061_437Wx649H_202512141523111.jpeg,Footwear,Guess Men's Dark Brown Casual Loafers,10400.0,Women's Casual Footwear
MP000000029702815,https://img.tatacliq.com/images/i26//437Wx649H/MP000000029702801_437Wx649H_202601081655371.jpeg,Footwear,Guess Men Tarun Dark Brown Derby Shoes,10400.0,Women's Casual Footwear
MP000000029702830,https://img.tatacliq.com/images/i26//437Wx649H/MP000000029702819_437Wx649H_202601081656271.jpeg,Footwear,Guess Men Karan Ii Dark Brown Driver Mocassin Shoes,9600.0,Women's Casual Footwear
MP000000029854501,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029854498_437Wx649H_202601241828001.jpeg,Footwear,Bata Comfit Men's Dark Brown Casual Loafers,2299.0,Women's Casual Footwear
MP000000028802260,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028802260_437Wx649H_202510151852511.jpeg,Footwear,Liberty Men's LEAP7X FLOW-5 Dark Grey Casual Loafers,999.0,Women's Casual Footwear
MP000000029677306,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029677297_437Wx649H_202601041833461.jpeg,Footwear,TOMMY HILFIGER Desert Sky Leather Loafers,8999.0,Women's Casual Footwear
MP000000013283897,https://img.tatacliq.com/images/i8/437Wx649H/MP000000013283897_437Wx649H_202205291220491.jpeg,Footwear,Prolific Men's Dirt Grey Casual Loafers,798.0,Women's Casual Footwear
MP000000023145057,https://img.tatacliq.com/images/i19//437Wx649H/MP000000023145050_437Wx649H_202408010303061.jpeg,Footwear,Louis Stitch Men's Dutch Grey Brogue Shoes,2999.0,Women's Casual Footwear
MP000000021046102,https://img.tatacliq.com/images/i16//437Wx649H/MP000000021046098_437Wx649H_202402061601231.jpeg,Footwear,Neemans Men's ReLive Knit Extra Honey Casual Loafers,1899.0,Women's Casual Footwear
MP000000021079896,https://img.tatacliq.com/images/i23//437Wx649H/MP000000021079896_437Wx649H_202504021849081.jpeg,Footwear,Louis Stitch Men's Federal Blue Casual Loafers,1999.0,Women's Casual Footwear
MP000000026147421,https://img.tatacliq.com/images/i23//437Wx649H/MP000000026147421_437Wx649H_202504172154571.jpeg,Footwear,Prolific Men's Green Casual Loafers,798.0,Women's Casual Footwear
MP000000012020568,https://img.tatacliq.com/images/i8/437Wx649H/MP000000012015682_437Wx649H_202202052109021.jpeg,Footwear,Carlo Romano Men's Green Casual Loafers,2399.0,Women's Casual Footwear
MP000000024422167,https://img.tatacliq.com/images/i21//437Wx649H/MP000000024422120_437Wx649H_202411170319251.jpeg,Footwear,Prolific Men's Green Boat Shoes,998.0,Women's Casual Footwear
MP000000026147435,https://img.tatacliq.com/images/i23//437Wx649H/MP000000026147430_437Wx649H_202504172156041.jpeg,Footwear,Prolific Men's Green Casual Loafers,898.0,Women's Casual Footwear
MP000000027057077,https://img.tatacliq.com/images/i25/437Wx649H/MP000000027057065_437Wx649H_202506211414101.jpeg,Footwear,Prolific Men's Green Loafers,898.0,Women's Casual Footwear
MP000000028617710,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028617601_437Wx649H_202510031827201.jpeg,Footwear,Rare Rabbit Men's HAVANA Green Loafers,4799.0,Women's Casual Footwear
MP000000026147620,https://img.tatacliq.com/images/i23//437Wx649H/MP000000026147620_437Wx649H_202504172205551.jpeg,Footwear,Prolific Men's Grey Casual Loafers,798.0,Women's Casual Footwear
MP000000019803774,https://img.tatacliq.com/images/i14/437Wx649H/MP000000019802505_437Wx649H_202310242155281.jpeg,Footwear,Fausto Men's Grey Plimsolls,999.0,Women's Casual Footwear
MP000000019803808,https://img.tatacliq.com/images/i14/437Wx649H/MP000000019802507_437Wx649H_202310242156101.jpeg,Footwear,Fausto Men's Grey Mule Shoes,999.0,Women's Casual Footwear
